"국사비","검사실명","검사종류","진료과순번","진료과명","접수월","횟수"
"사비","일반검사","Chest","24","응급실","5월","18"
"사비","일반검사","Lower. Ext.","24","응급실","5월","14"
"사비","일반검사","Skull","24","응급실","5월","2"
"사비","일반검사","Spine","24","응급실","5월","25"
"사비","일반검사","Upper. Ext.","24","응급실","5월","18"
"사비","CT검사","Abdomen & Pelvis","24","응급실","6월","5"
"사비","CT검사","Chest","24","응급실","6월","4"
"사비","CT검사","Head & Neck","24","응급실","6월","13"
"사비","MRI검사","Head & Neck","24","응급실","6월","2"
"사비","기타","Abdomen","24","응급실","6월","1"
"사비","응급실","Abdomen","24","응급실","6월","52"
"사비","응급실","Chest","24","응급실","6월","42"
"사비","응급실","Lower. Ext.","24","응급실","6월","60"
"사비","응급실","Skull","24","응급실","6월","5"
"사비","응급실","Spine","24","응급실","6월","30"
"사비","응급실","Upper. Ext.","24","응급실","6월","56"
"사비","일반검사","Abdomen","24","응급실","6월","18"
"사비","일반검사","Chest","24","응급실","6월","18"
"사비","일반검사","Lower. Ext.","24","응급실","6월","40"
"사비","일반검사","Skull","24","응급실","6월","32"
"사비","일반검사","Spine","24","응급실","6월","38"
"사비","일반검사","Upper. Ext.","24","응급실","6월","34"
"사비","CT검사","Abdomen & Pelvis","24","응급실","7월","7"
"사비","CT검사","Chest","24","응급실","7월","6"
"사비","CT검사","Extremity","24","응급실","7월","1"
"사비","CT검사","Head & Neck","24","응급실","7월","3"
"사비","MRI검사","Head & Neck","24","응급실","7월","1"
"사비","골밀도","Abdomen","24","응급실","7월","2"
"사비","골밀도","Chest","24","응급실","7월","1"
"사비","기타","Abdomen","24","응급실","7월","1"
"사비","기타","Chest","24","응급실","7월","1"
"사비","응급실","Abdomen","24","응급실","7월","45"
"사비","응급실","Chest","24","응급실","7월","41"
"사비","응급실","Lower. Ext.","24","응급실","7월","53"
"사비","응급실","Skull","24","응급실","7월","10"
"사비","응급실","Spine","24","응급실","7월","9"
"사비","응급실","Upper. Ext.","24","응급실","7월","27"
"사비","일반검사","Abdomen","24","응급실","7월","10"
"사비","일반검사","Chest","24","응급실","7월","19"
"사비","일반검사","Lower. Ext.","24","응급실","7월","18"
"사비","일반검사","Skull","24","응급실","7월","4"
"사비","일반검사","Spine","24","응급실","7월","9"
"사비","일반검사","Upper. Ext.","24","응급실","7월","12"
"사비","CT검사","Abdomen & Pelvis","24","응급실","8월","9"
"사비","CT검사","Chest","24","응급실","8월","5"
"사비","CT검사","Head & Neck","24","응급실","8월","5"
"사비","기타","Chest","24","응급실","8월","1"
"사비","응급실","Abdomen","24","응급실","8월","62"
"사비","응급실","Chest","24","응급실","8월","46"
"사비","응급실","Lower. Ext.","24","응급실","8월","35"
"사비","응급실","Skull","24","응급실","8월","6"
"사비","응급실","Spine","24","응급실","8월","20"
"사비","응급실","Upper. Ext.","24","응급실","8월","29"
"사비","일반검사","Abdomen","24","응급실","8월","20"
"사비","일반검사","Chest","24","응급실","8월","26"
"사비","일반검사","Lower. Ext.","24","응급실","8월","9"
"사비","일반검사","Skull","24","응급실","8월","8"
"사비","일반검사","Spine","24","응급실","8월","4"
"사비","일반검사","Upper. Ext.","24","응급실","8월","18"
"사비","CT검사","Abdomen & Pelvis","24","응급실","9월","7"
"사비","CT검사","Chest","24","응급실","9월","6"
"사비","CT검사","Extremity","24","응급실","9월","2"
"사비","CT검사","Head & Neck","24","응급실","9월","8"
"사비","CT검사","Hip & Pelvic Bone","24","응급실","9월","1"
"사비","골밀도","골밀도","24","응급실","9월","4"
"사비","응급실","Abdomen","24","응급실","9월","48"
"사비","응급실","Chest","24","응급실","9월","31"
"사비","응급실","Lower. Ext.","24","응급실","9월","47"
"사비","응급실","Skull","24","응급실","9월","4"
"사비","응급실","Spine","24","응급실","9월","31"
"사비","응급실","Upper. Ext.","24","응급실","9월","19"
"사비","일반검사","Abdomen","24","응급실","9월","16"
"사비","일반검사","Chest","24","응급실","9월","18"
"사비","일반검사","Lower. Ext.","24","응급실","9월","32"
"사비","일반검사","Skull","24","응급실","9월","12"
"사비","일반검사","Spine","24","응급실","9월","8"
"사비","일반검사","Upper. Ext.","24","응급실","9월","14"
"사비","CT검사","Abdomen & Pelvis","24","응급실","10월","2"
"사비","CT검사","Chest","24","응급실","10월","3"
"사비","CT검사","Extremity","24","응급실","10월","3"
"사비","CT검사","Head & Neck","24","응급실","10월","12"
"사비","CT검사","Hip & Pelvic Bone","24","응급실","10월","1"
"사비","MRI검사","Head & Neck","24","응급실","10월","6"
"사비","골밀도","골밀도","24","응급실","10월","2"
"사비","응급실","Abdomen","24","응급실","10월","35"
"사비","응급실","Chest","24","응급실","10월","33"
"사비","응급실","Lower. Ext.","24","응급실","10월","30"
"사비","응급실","Skull","24","응급실","10월","15"
"사비","응급실","Spine","24","응급실","10월","12"
"사비","응급실","Upper. Ext.","24","응급실","10월","33"
"사비","일반검사","Abdomen","24","응급실","10월","19"
"사비","일반검사","Chest","24","응급실","10월","27"
"사비","일반검사","Lower. Ext.","24","응급실","10월","34"
"사비","일반검사","Skull","24","응급실","10월","20"
"사비","일반검사","Spine","24","응급실","10월","13"
"사비","일반검사","Upper. Ext.","24","응급실","10월","28"
"사비","CT검사","Abdomen & Pelvis","24","응급실","11월","1"
"사비","CT검사","Chest","24","응급실","11월","1"
"사비","CT검사","Extremity","24","응급실","11월","2"
"사비","CT검사","Head & Neck","24","응급실","11월","6"
"사비","CT검사","Hip & Pelvic Bone","24","응급실","11월","2"
"사비","MRI검사","Head & Neck","24","응급실","11월","3"
"사비","골밀도","골밀도","24","응급실","11월","6"
"사비","기타","Lower. Ext.","24","응급실","11월","3"
"사비","응급실","Abdomen","24","응급실","11월","26"
"사비","응급실","Chest","24","응급실","11월","33"
"사비","응급실","Lower. Ext.","24","응급실","11월","60"
"사비","응급실","Skull","24","응급실","11월","14"
"사비","응급실","Spine","24","응급실","11월","18"
"사비","응급실","Upper. Ext.","24","응급실","11월","22"
"사비","일반검사","Abdomen","24","응급실","11월","10"
"사비","일반검사","Chest","24","응급실","11월","25"
"사비","일반검사","Lower. Ext.","24","응급실","11월","30"
"사비","일반검사","Skull","24","응급실","11월","18"
"사비","일반검사","Spine","24","응급실","11월","14"
"사비","일반검사","Upper. Ext.","24","응급실","11월","8"
"사비","CT검사","Abdomen & Pelvis","24","응급실","12월","3"
"사비","CT검사","Chest","24","응급실","12월","4"
"사비","CT검사","Extremity","24","응급실","12월","2"
"사비","CT검사","Head & Neck","24","응급실","12월","7"
"사비","CT검사","Hip & Pelvic Bone","24","응급실","12월","1"
"사비","CT검사","Spine","24","응급실","12월","1"
"사비","MRI검사","Head & Neck","24","응급실","12월","3"
"사비","골밀도","골밀도","24","응급실","12월","2"
"사비","응급실","Abdomen","24","응급실","12월","38"
"사비","응급실","Chest","24","응급실","12월","48"
"사비","응급실","Lower. Ext.","24","응급실","12월","47"
"사비","응급실","Skull","24","응급실","12월","5"
"사비","응급실","Spine","24","응급실","12월","20"
"사비","응급실","Upper. Ext.","24","응급실","12월","39"
"사비","일반검사","Abdomen","24","응급실","12월","23"
"사비","일반검사","Chest","24","응급실","12월","32"
"사비","일반검사","Lower. Ext.","24","응급실","12월","5"
"사비","일반검사","Skull","24","응급실","12월","4"
"사비","일반검사","Spine","24","응급실","12월","9"
"사비","일반검사","Upper. Ext.","24","응급실","12월","2"
"국비","골밀도","골밀도","25","마취통증의학과","1월","2"
"국비","일반검사","Lower. Ext.","25","마취통증의학과","1월","6"
"국비","일반검사","Spine","25","마취통증의학과","1월","2"
"국비","일반검사","Lower. Ext.","25","마취통증의학과","2월","4"
"국비","MRI검사","Upper Ext.","25","마취통증의학과","3월","1"
"국비","일반검사","Spine","25","마취통증의학과","3월","2"
"국비","일반검사","Upper. Ext.","25","마취통증의학과","3월","2"
"국비","MRI검사","Upper Ext.","25","마취통증의학과","4월","2"
"국비","골밀도","골밀도","25","마취통증의학과","5월","2"
"국비","일반검사","Spine","25","마취통증의학과","5월","2"
"국비","MRI검사","Spine","25","마취통증의학과","6월","3"
"국비","MRI검사","Upper Ext.","25","마취통증의학과","6월","2"
"국비","일반검사","Spine","25","마취통증의학과","7월","4"
"국비","일반검사","Upper. Ext.","25","마취통증의학과","7월","2"
"국비","MRI검사","Spine","25","마취통증의학과","8월","2"
"국비","일반검사","Lower. Ext.","25","마취통증의학과","10월","6"
"국비","일반검사","Spine","25","마취통증의학과","10월","6"
"국비","일반검사","Lower. Ext.","25","마취통증의학과","11월","8"
"국비","일반검사","Spine","25","마취통증의학과","12월","2"
"사비","일반검사","Spine","25","마취통증의학과","1월","6"
"사비","일반검사","Lower. Ext.","25","마취통증의학과","2월","2"
"사비","일반검사","Spine","25","마취통증의학과","2월","4"
"사비","일반검사","Lower. Ext.","25","마취통증의학과","3월","8"
"사비","일반검사","Spine","25","마취통증의학과","3월","8"
"사비","MRI검사","Spine","25","마취통증의학과","4월","2"
"사비","일반검사","Lower. Ext.","25","마취통증의학과","4월","3"
"사비","일반검사","Spine","25","마취통증의학과","4월","4"
"사비","MRI검사","Spine","25","마취통증의학과","5월","1"
"사비","골밀도","골밀도","25","마취통증의학과","5월","2"
"사비","일반검사","Lower. Ext.","25","마취통증의학과","5월","8"
"사비","일반검사","Spine","25","마취통증의학과","5월","4"
"사비","MRI검사","Spine","25","마취통증의학과","6월","2"
"사비","MRI검사","Upper Ext.","25","마취통증의학과","6월","1"
"사비","일반검사","Lower. Ext.","25","마취통증의학과","6월","12"
"사비","일반검사","Spine","25","마취통증의학과","6월","6"
"사비","MRI검사","Spine","25","마취통증의학과","7월","1"
"사비","일반검사","Lower. Ext.","25","마취통증의학과","7월","8"
"사비","일반검사","Spine","25","마취통증의학과","7월","8"
"사비","일반검사","Upper. Ext.","25","마취통증의학과","7월","2"
"사비","일반검사","Lower. Ext.","25","마취통증의학과","8월","6"
"사비","일반검사","Spine","25","마취통증의학과","8월","4"
"사비","일반검사","Lower. Ext.","25","마취통증의학과","9월","9"
"사비","일반검사","Spine","25","마취통증의학과","9월","10"
"사비","골밀도","골밀도","25","마취통증의학과","10월","2"
"사비","일반검사","Lower. Ext.","25","마취통증의학과","10월","4"
"사비","일반검사","Spine","25","마취통증의학과","10월","22"
"사비","일반검사","Spine","25","마취통증의학과","11월","4"
"사비","MRI검사","Upper Ext.","25","마취통증의학과","12월","1"
"사비","일반검사","Lower. Ext.","25","마취통증의학과","12월","4"
"사비","일반검사","Spine","25","마취통증의학과","12월","10"
"국비","CT검사","Chest","34","응급의학과","1월","1"
"국비","CT검사","Head & Neck","34","응급의학과","1월","1"
"국비","MRI검사","Head & Neck","34","응급의학과","1월","1"
"국비","일반검사","Chest","34","응급의학과","1월","1"
"국비","CT검사","Chest","34","응급의학과","3월","3"
"국비","CT검사","Head & Neck","34","응급의학과","3월","1"
"국비","기타","Chest","34","응급의학과","3월","1"
"국비","일반검사","Chest","34","응급의학과","3월","4"
"국비","일반검사","Spine","34","응급의학과","3월","2"
"국비","CT검사","Head & Neck","34","응급의학과","4월","1"
"국비","일반검사","Skull","34","응급의학과","4월","4"
"국비","일반검사","Upper. Ext.","34","응급의학과","5월","4"
"국비","일반검사","Abdomen","34","응급의학과","6월","4"
"국비","일반검사","Chest","34","응급의학과","6월","2"
"국비","CT검사","Head & Neck","34","응급의학과","8월","1"
"국비","기타","Chest","34","응급의학과","8월","1"
"국비","일반검사","Chest","34","응급의학과","8월","1"
"국비","일반검사","Spine","34","응급의학과","11월","2"
"국비","일반검사","Chest","34","응급의학과","12월","1"
"사비","CT검사","Abdomen & Pelvis","34","응급의학과","1월","1"
"사비","CT검사","Head & Neck","34","응급의학과","1월","1"
"사비","일반검사","Abdomen","34","응급의학과","1월","2"
"사비","기타","Chest","34","응급의학과","2월","1"
"사비","일반검사","Chest","34","응급의학과","2월","1"
"사비","CT검사","Chest","34","응급의학과","4월","1"
"사비","CT검사","Head & Neck","34","응급의학과","4월","1"
"사비","골밀도","골밀도","34","응급의학과","4월","2"
"사비","일반검사","Chest","34","응급의학과","4월","2"
"사비","일반검사","Spine","34","응급의학과","4월","2"
"사비","기타","Chest","34","응급의학과","5월","1"
"사비","일반검사","Abdomen","34","응급의학과","7월","1"
"사비","일반검사","Chest","34","응급의학과","7월","1"
"사비","기타","Chest","34","응급의학과","8월","1"
"사비","일반검사","Lower. Ext.","34","응급의학과","9월","5"
"사비","CT검사","Head & Neck","34","응급의학과","12월","1"
"사비","기타","Chest","34","응급의학과","12월","1"
"사비","일반검사","Skull","34","응급의학과","12월","4"
"국비","CT검사","Head & Neck","","원장실","4월","2"
"국비","일반검사","Chest","","원장실","4월","2"
"국비","일반검사","Lower. Ext.","","원장실","4월","9"
"국비","일반검사","Skull","","원장실","4월","9"
"국비","일반검사","Upper. Ext.","","원장실","4월","22"
"국비","MRI검사","Head & Neck","","원장실","5월","1"
"국비","기타","Chest","","원장실","5월","2"
"국비","MRI검사","Head & Neck","","원장실","6월","1"
"국비","기타","Abdomen","","원장실","6월","1"
"국비","기타","Chest","","원장실","6월","1"
"국비","일반검사","Abdomen","","원장실","6월","2"
"국비","일반검사","Chest","","원장실","6월","4"
"국비","일반검사","Lower. Ext.","","원장실","6월","8"
"국비","일반검사","Spine","","원장실","6월","8"
"국비","기타","Chest","","원장실","7월","1"
"국비","기타","Chest","","원장실","8월","2"
"국비","CT검사","Head & Neck","","원장실","9월","1"
"국비","일반검사","Skull","","원장실","9월","4"
"국비","기타","Chest","","원장실","10월","1"
"국비","일반검사","Abdomen","","원장실","10월","2"
"국비","일반검사","Lower. Ext.","","원장실","10월","6"
"국비","CT검사","Head & Neck","","원장실","11월","1"
"국비","기타","Chest","","원장실","11월","2"
"국비","일반검사","Skull","","원장실","11월","4"
"국비","일반검사","Spine","","원장실","11월","3"
"국비","CT검사","Extremity","","원장실","12월","1"
"국비","CT검사","Head & Neck","","원장실","12월","1"
"국비","기타","Chest","","원장실","12월","3"
"국비","일반검사","Chest","","원장실","12월","2"
"국비","일반검사","Lower. Ext.","","원장실","12월","5"
"국비","일반검사","Skull","","원장실","12월","7"
"국비","일반검사","Spine","","원장실","12월","3"
"국비","일반검사","Upper. Ext.","","원장실","12월","8"
"사비","일반검사","Abdomen","","원장실","2월","2"
"사비","기타","Chest","","원장실","3월","1"
"사비","응급실","Chest","","원장실","3월","1"
"사비","기타","Abdomen","","원장실","4월","2"
"사비","기타","Chest","","원장실","4월","4"
"사비","일반검사","Chest","","원장실","4월","4"
"사비","CT검사","Chest","","원장실","5월","1"
"사비","CT검사","Head & Neck","","원장실","5월","1"
"사비","MRI검사","Head & Neck","","원장실","5월","1"
"사비","기타","Chest","","원장실","5월","2"
"사비","일반검사","Abdomen","","원장실","5월","2"
"사비","일반검사","Chest","","원장실","5월","6"
"사비","일반검사","Lower. Ext.","","원장실","5월","5"
"사비","일반검사","Spine","","원장실","5월","8"
"사비","일반검사","Upper. Ext.","","원장실","5월","4"
"사비","CT검사","Head & Neck","","원장실","6월","1"
"사비","PACS실","Others","","원장실","6월","1"
"사비","일반검사","Abdomen","","원장실","6월","1"
"사비","일반검사","Lower. Ext.","","원장실","6월","17"
"사비","일반검사","Skull","","원장실","6월","4"
"사비","일반검사","Upper. Ext.","","원장실","6월","22"
"사비","CT검사","Head & Neck","","원장실","7월","1"
"사비","기타","Chest","","원장실","7월","1"
"사비","일반검사","Abdomen","","원장실","7월","1"
"사비","일반검사","Chest","","원장실","7월","2"
"사비","일반검사","Lower. Ext.","","원장실","7월","12"
"사비","일반검사","Skull","","원장실","7월","8"
"사비","일반검사","Spine","","원장실","7월","4"
"사비","일반검사","Upper. Ext.","","원장실","7월","16"
"사비","일반검사","Abdomen","","원장실","8월","2"
"사비","일반검사","Chest","","원장실","8월","1"
"사비","CT검사","Abdomen & Pelvis","","원장실","9월","1"
"사비","기타","Abdomen","","원장실","9월","1"
"사비","기타","Chest","","원장실","10월","1"
"사비","일반검사","Abdomen","","원장실","10월","2"
"사비","일반검사","Skull","","원장실","10월","2"
"사비","CT검사","Chest","","원장실","11월","1"
"사비","CT검사","Head & Neck","","원장실","11월","3"
"사비","일반검사","Chest","","원장실","11월","5"
"사비","일반검사","Lower. Ext.","","원장실","11월","22"
"사비","일반검사","Skull","","원장실","11월","8"
"사비","일반검사","Spine","","원장실","11월","6"
"사비","일반검사","Upper. Ext.","","원장실","11월","14"
"사비","일반검사","Chest","","원장실","12월","1"
"사비","일반검사","Lower. Ext.","","원장실","12월","11"
"사비","일반검사","Spine","","원장실","12월","4"
"사비","일반검사","Upper. Ext.","","원장실","12월","4"
"사비","일반검사","Chest","","일반검진","12월","2"
